activity_fact_id,student_key,course_key,time_key,event_key,material_key,description,event_count,source_system
29164,104,1,27853,2,17,The user with id '176770' viewed the 'forum' activity with course module id '2580882'.,1,Historical
29165,104,1,27854,1,1,The user with id '176770' viewed the course with id '26692'.,1,Historical
29166,7,1,27855,5,1,The user with id '245846' viewed the user report for the course with id '26692' for user with id '245846'.,1,Historical
29167,1,1,27856,1,1,The user with id '211844' viewed the course with id '26692'.,1,Historical
29168,22,1,27857,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
29169,10,1,27858,3,8,The user with id '258312' viewed the user report in the gradebook.,1,Historical
29170,10,1,27859,1,1,The user with id '258312' viewed the course with id '26692'.,1,Historical
29171,10,1,27860,2,10,The user with id '258312' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29172,41,1,27861,1,1,The user with id '255918' viewed the course with id '26692'.,1,Historical
29173,95,1,27862,3,8,The user with id '243007' viewed the user report in the gradebook.,1,Historical
29174,95,1,27863,1,1,The user with id '243007' viewed the course with id '26692'.,1,Historical
29175,100,1,27864,3,8,The user with id '229076' viewed the user report in the gradebook.,1,Historical
29176,113,1,27865,3,8,The user with id '262870' viewed the user report in the gradebook.,1,Historical
29177,113,1,27866,1,1,The user with id '262870' viewed the course with id '26692'.,1,Historical
29178,23,1,27867,1,1,The user with id '101101' viewed the course with id '26692'.,1,Historical
29179,23,1,27868,3,8,The user with id '101101' viewed the user report in the gradebook.,1,Historical
29180,23,1,27869,2,2,The user with id '101101' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29181,23,1,27870,1,1,The user with id '101101' viewed the course with id '26692'.,1,Historical
29182,74,1,27871,3,8,The user with id '262346' viewed the user report in the gradebook.,1,Historical
29183,74,1,27872,1,1,The user with id '262346' viewed the course with id '26692'.,1,Historical
29184,22,1,27873,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
29185,25,1,27874,2,10,The user with id '241097' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29186,74,1,27875,2,24,The user with id '262346' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29187,25,1,27876,1,1,The user with id '241097' viewed the course with id '26692'.,1,Historical
29188,74,1,27877,1,1,The user with id '262346' viewed the course with id '26692'.,1,Historical
29189,25,1,27878,2,14,The user with id '241097' viewed the 'resource' activity with course module id '2693872'.,1,Historical
29190,25,1,27879,2,3,The user with id '241097' viewed the 'resource' activity with course module id '2580977'.,1,Historical
29191,25,1,27880,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580966'.,1,Historical
29192,25,1,27881,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580952'.,1,Historical
29193,25,1,27882,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580966'.,1,Historical
29194,25,1,27883,2,3,The user with id '241097' viewed the 'resource' activity with course module id '2580977'.,1,Historical
29195,25,1,27884,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580940'.,1,Historical
29196,25,1,27885,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580940'.,1,Historical
29197,25,1,27886,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580952'.,1,Historical
29198,25,1,27887,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580952'.,1,Historical
29199,25,1,27888,2,4,The user with id '241097' viewed the 'resource' activity with course module id '2580952'.,1,Historical
29200,25,1,27889,1,1,The user with id '241097' viewed the course with id '26692'.,1,Historical
29201,74,1,27890,2,2,The user with id '262346' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29202,74,1,27891,1,1,The user with id '262346' viewed the course with id '26692'.,1,Historical
29203,15,1,27892,3,8,The user with id '147481' viewed the user report in the gradebook.,1,Historical
29204,15,1,27893,1,1,The user with id '147481' viewed the course with id '26692'.,1,Historical
29205,56,1,27894,4,36,The user with id '242560' viewed the feedback for the user with id '242560' for the assignment with course module id '2680797'.,1,Historical
29206,56,1,27895,2,36,The user with id '242560' viewed the 'assign' activity with course module id '2680797'.,1,Historical
29207,56,1,27896,4,16,The user with id '242560' viewed the feedback for the user with id '242560' for the assignment with course module id '2655955'.,1,Historical
29208,56,1,27896,2,16,The user with id '242560' viewed the 'assign' activity with course module id '2655955'.,1,Historical
29209,56,1,27897,3,8,The user with id '242560' viewed the user report in the gradebook.,1,Historical
29210,56,1,27898,1,1,The user with id '242560' viewed the course with id '26692'.,1,Historical
29211,147,1,27899,1,1,The user with id '195696' viewed the course with id '26692'.,1,Historical
29212,147,1,27900,2,10,The user with id '195696' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29213,147,1,27901,1,1,The user with id '195696' viewed the course with id '26692'.,1,Historical
29214,2,1,27902,1,1,The user with id '251248' viewed the course with id '26692'.,1,Historical
29215,45,1,27903,5,1,The user with id '256333' viewed the user report for the course with id '26692' for user with id '256333'.,1,Historical
29216,129,1,27904,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
29217,8,1,27905,3,8,The user with id '249985' viewed the user report in the gradebook.,1,Historical
29218,8,1,27906,1,1,The user with id '249985' viewed the course with id '26692'.,1,Historical
29219,12,1,27907,2,10,The user with id '264128' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29220,101,1,27908,2,25,The user with id '252458' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29221,101,1,27909,1,1,The user with id '252458' viewed the course with id '26692'.,1,Historical
29222,2,1,27910,2,25,The user with id '251248' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29223,101,1,27911,2,24,The user with id '252458' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29224,101,1,27912,1,1,The user with id '252458' viewed the course with id '26692'.,1,Historical
29225,2,1,27913,2,10,The user with id '251248' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29226,2,1,27914,2,24,The user with id '251248' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29227,2,1,27915,1,1,The user with id '251248' viewed the course with id '26692'.,1,Historical
29228,101,1,27916,2,24,The user with id '252458' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29229,2,1,27917,4,58,The user with id '251248' viewed the feedback for the user with id '251248' for the assignment with course module id '2683123'.,1,Historical
29230,2,1,27917,2,58,The user with id '251248' viewed the 'assign' activity with course module id '2683123'.,1,Historical
29231,2,1,27918,1,1,The user with id '251248' viewed the course with id '26692'.,1,Historical
29232,101,1,27919,1,1,The user with id '252458' viewed the course with id '26692'.,1,Historical
29233,25,1,27920,2,24,The user with id '241097' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29234,25,1,27921,1,1,The user with id '241097' viewed the course with id '26692'.,1,Historical
29235,25,1,27922,3,8,The user with id '241097' viewed the user report in the gradebook.,1,Historical
29236,25,1,27923,1,1,The user with id '241097' viewed the course with id '26692'.,1,Historical
29237,22,1,27924,3,8,The user with id '251244' viewed the user report in the gradebook.,1,Historical
29238,107,1,27925,2,2,The user with id '238230' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29239,107,1,27926,2,14,The user with id '238230' viewed the 'resource' activity with course module id '2693872'.,1,Historical
29240,107,1,27927,2,19,The user with id '238230' viewed the 'resource' activity with course module id '2693871'.,1,Historical
29241,107,1,27928,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
29242,152,1,27929,1,1,The user with id '264649' viewed the course with id '26692'.,1,Historical
29243,152,1,27930,2,10,The user with id '264649' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29244,107,1,27931,2,21,The user with id '238230' viewed the 'resource' activity with course module id '2681601'.,1,Historical
29245,107,1,27932,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
29246,107,1,27933,2,10,The user with id '238230' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29247,152,1,27934,3,8,The user with id '264649' viewed the user report in the gradebook.,1,Historical
29248,152,1,27935,1,1,The user with id '264649' viewed the course with id '26692'.,1,Historical
29249,107,1,27936,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
29250,101,1,27937,3,8,The user with id '252458' viewed the user report in the gradebook.,1,Historical
29251,101,1,27938,1,1,The user with id '252458' viewed the course with id '26692'.,1,Historical
29252,101,1,27939,4,58,The user with id '252458' viewed the feedback for the user with id '252458' for the assignment with course module id '2683123'.,1,Historical
29253,101,1,27939,2,58,The user with id '252458' viewed the 'assign' activity with course module id '2683123'.,1,Historical
29254,107,1,27940,2,2,The user with id '238230' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29255,107,1,27941,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
29256,101,1,27942,1,1,The user with id '252458' viewed the course with id '26692'.,1,Historical
29257,101,1,27943,2,10,The user with id '252458' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29258,101,1,27944,3,8,The user with id '252458' viewed the user report in the gradebook.,1,Historical
29259,101,1,27945,1,1,The user with id '252458' viewed the course with id '26692'.,1,Historical
29260,68,1,27946,2,25,The user with id '260380' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29261,68,1,27947,1,1,The user with id '260380' viewed the course with id '26692'.,1,Historical
29262,22,1,27948,2,2,The user with id '251244' viewed the 'resource' activity with course module id '2581013'.,1,Historical
29263,22,1,27949,2,7,The user with id '251244' viewed the 'resource' activity with course module id '2581010'.,1,Historical
29264,22,1,27950,2,24,The user with id '251244' viewed the 'resource' activity with course module id '2581008'.,1,Historical
29265,22,1,27951,2,31,The user with id '251244' viewed the 'resource' activity with course module id '2581007'.,1,Historical
29266,22,1,27952,1,1,The user with id '251244' viewed the course with id '26692'.,1,Historical
29267,22,1,27953,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
29268,143,1,27954,1,1,The user with id '253157' viewed the course with id '26692'.,1,Historical
29269,118,1,27955,2,10,The user with id '248057' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29270,118,1,27956,1,1,The user with id '248057' viewed the course with id '26692'.,1,Historical
29271,55,1,27957,1,1,The user with id '259334' viewed the course with id '26692'.,1,Historical
29272,55,1,27958,3,8,The user with id '259334' viewed the user report in the gradebook.,1,Historical
29273,55,1,27959,1,1,The user with id '259334' viewed the course with id '26692'.,1,Historical
29274,107,1,27960,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
29275,57,1,27961,1,1,The user with id '261177' viewed the course with id '26692'.,1,Historical
29276,57,1,27962,3,8,The user with id '261177' viewed the user report in the gradebook.,1,Historical
29277,57,1,27963,1,1,The user with id '261177' viewed the course with id '26692'.,1,Historical
29278,93,1,27964,5,1,The user with id '197621' viewed the user report for the course with id '26692' for user with id '197621'.,1,Historical
29279,22,1,27965,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
29280,104,1,27966,2,2,The user with id '176770' viewed the 'resource' activity with course module id '2580974'.,1,Historical
29281,68,1,27967,1,1,The user with id '260380' viewed the course with id '26692'.,1,Historical
29282,68,1,27968,3,8,The user with id '260380' viewed the user report in the gradebook.,1,Historical
29283,68,1,27969,1,1,The user with id '260380' viewed the course with id '26692'.,1,Historical
29284,104,1,27970,2,25,The user with id '176770' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29285,104,1,27971,1,1,The user with id '176770' viewed the course with id '26692'.,1,Historical
29286,7,1,27972,2,10,The user with id '245846' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29287,7,1,27973,2,11,The user with id '245846' viewed the 'assign' activity with course module id '2683126'.,1,Historical
29288,7,1,27974,5,1,The user with id '245846' viewed the user report for the course with id '26692' for user with id '245846'.,1,Historical
29289,15,1,27975,1,1,The user with id '147481' viewed the course with id '26692'.,1,Historical
29290,15,1,27976,2,10,The user with id '147481' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29291,15,1,27977,1,1,The user with id '147481' viewed the course with id '26692'.,1,Historical
29292,137,1,27978,2,10,The user with id '217648' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29293,137,1,27979,1,1,The user with id '217648' viewed the course with id '26692'.,1,Historical
29294,100,1,27980,3,8,The user with id '229076' viewed the user report in the gradebook.,1,Historical
29295,22,1,27981,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
29296,20,1,27982,3,8,The user with id '237336' viewed the user report in the gradebook.,1,Historical
29297,53,1,27983,2,22,The user with id '256709' viewed the 'resource' activity with course module id '2580878'.,1,Historical
29298,53,1,27984,2,24,The user with id '256709' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29299,53,1,27985,1,1,The user with id '256709' viewed the course with id '26692'.,1,Historical
29300,20,1,27986,1,1,The user with id '237336' viewed the course with id '26692'.,1,Historical
29301,93,1,27987,2,2,The user with id '197621' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29302,68,1,27988,4,40,The user with id '260380' viewed the feedback for the user with id '260380' for the assignment with course module id '2580978'.,1,Historical
29303,68,1,27989,2,40,The user with id '260380' viewed the 'assign' activity with course module id '2580978'.,1,Historical
29304,68,1,27990,3,8,The user with id '260380' viewed the user report in the gradebook.,1,Historical
29305,68,1,27991,1,1,The user with id '260380' viewed the course with id '26692'.,1,Historical
29306,12,1,27992,1,1,The user with id '264128' viewed the course with id '26692'.,1,Historical
29307,12,1,27993,3,8,The user with id '264128' viewed the user report in the gradebook.,1,Historical
29308,12,1,27994,1,1,The user with id '264128' viewed the course with id '26692'.,1,Historical
29309,12,1,27995,2,10,The user with id '264128' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29310,12,1,27996,1,1,The user with id '264128' viewed the course with id '26692'.,1,Historical
29311,41,1,27997,4,23,The user with id '255918' viewed the feedback for the user with id '255918' for the assignment with course module id '2656188'.,1,Historical
29312,41,1,27997,2,23,The user with id '255918' viewed the 'assign' activity with course module id '2656188'.,1,Historical
29313,41,1,27998,1,1,The user with id '255918' viewed the course with id '26692'.,1,Historical
29314,41,1,27999,2,36,The user with id '255918' viewed the 'assign' activity with course module id '2680797'.,1,Historical
29315,41,1,28000,1,1,The user with id '255918' viewed the course with id '26692'.,1,Historical
29316,41,1,28001,4,41,The user with id '255918' viewed the feedback for the user with id '255918' for the assignment with course module id '2674060'.,1,Historical
29317,41,1,28002,2,41,The user with id '255918' viewed the 'assign' activity with course module id '2674060'.,1,Historical
29318,41,1,28003,1,1,The user with id '255918' viewed the course with id '26692'.,1,Historical
29319,41,1,28004,2,2,The user with id '255918' viewed the 'resource' activity with course module id '2580937'.,1,Historical
29320,22,1,28005,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
29321,41,1,28006,1,1,The user with id '255918' viewed the course with id '26692'.,1,Historical
29322,92,1,28007,1,1,The user with id '169078' viewed the course with id '26692'.,1,Historical
29323,93,1,28008,2,2,The user with id '197621' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29324,39,1,28009,1,1,The user with id '145881' viewed the course with id '26692'.,1,Historical
29325,110,1,28010,1,1,The user with id '253145' viewed the course with id '26692'.,1,Historical
29326,73,1,28011,1,1,The user with id '112702' viewed the course with id '26692'.,1,Historical
29327,73,1,28012,2,10,The user with id '112702' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29328,73,1,28013,1,1,The user with id '112702' viewed the course with id '26692'.,1,Historical
29329,78,1,28014,3,8,The user with id '260830' viewed the user report in the gradebook.,1,Historical
29330,78,1,28014,1,1,The user with id '260830' viewed the section number '17' of the course with id '26692'.,1,Historical
29331,30,1,28015,1,1,The user with id '247356' viewed the course with id '26692'.,1,Historical
29332,129,1,28016,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
29333,53,1,28017,2,24,The user with id '256709' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29334,53,1,28018,1,1,The user with id '256709' viewed the course with id '26692'.,1,Historical
29335,115,1,28019,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29336,115,1,28020,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29337,115,1,28021,2,2,The user with id '264297' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29338,115,1,28022,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29339,115,1,28023,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580970'.,1,Historical
29340,115,1,28024,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29341,38,1,28025,2,25,The user with id '198396' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29342,79,1,28026,2,24,The user with id '264299' viewed the 'resource' activity with course module id '2580970'.,1,Historical
29343,93,1,28027,1,1,The user with id '197621' viewed the course with id '26692'.,1,Historical
29344,93,1,28028,2,10,The user with id '197621' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29345,93,1,28029,1,1,The user with id '197621' viewed the course with id '26692'.,1,Historical
29346,38,1,28030,1,1,The user with id '198396' viewed the course with id '26692'.,1,Historical
29347,38,1,28031,2,58,The user with id '198396' viewed the 'assign' activity with course module id '2683123'.,1,Historical
29348,38,1,28032,1,1,The user with id '198396' viewed the course with id '26692'.,1,Historical
29349,146,1,28033,1,1,The user with id '224733' viewed the course with id '26692'.,1,Historical
29350,115,1,28034,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580970'.,1,Historical
29351,115,1,28035,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29352,83,1,28036,1,1,The user with id '261068' viewed the course with id '26692'.,1,Historical
29353,79,1,28037,2,24,The user with id '264299' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29354,79,1,28038,1,1,The user with id '264299' viewed the course with id '26692'.,1,Historical
29355,63,1,28039,1,1,The user with id '263384' viewed the course with id '26692'.,1,Historical
29356,63,1,28040,2,36,The user with id '263384' viewed the 'assign' activity with course module id '2680797'.,1,Historical
29357,63,1,28041,3,8,The user with id '263384' viewed the user report in the gradebook.,1,Historical
29358,63,1,28042,1,1,The user with id '263384' viewed the course with id '26692'.,1,Historical
29359,83,1,28043,3,8,The user with id '261068' viewed the user report in the gradebook.,1,Historical
29360,83,1,28044,1,1,The user with id '261068' viewed the course with id '26692'.,1,Historical
29361,97,1,28045,2,2,The user with id '265867' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29362,118,1,28046,1,1,The user with id '248057' viewed the course with id '26692'.,1,Historical
29363,129,1,28047,2,25,The user with id '258624' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29364,129,1,28048,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
29365,129,1,28049,2,24,The user with id '258624' viewed the 'resource' activity with course module id '2580970'.,1,Historical
29366,115,1,28050,2,25,The user with id '264297' viewed the 'resource' activity with course module id '2580972'.,1,Historical
29367,115,1,28051,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29368,22,1,28052,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
29369,79,1,28053,2,24,The user with id '264299' viewed the 'resource' activity with course module id '2580970'.,1,Historical
29370,79,1,28054,1,1,The user with id '264299' viewed the course with id '26692'.,1,Historical
29371,115,1,28055,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580970'.,1,Historical
29372,115,1,28056,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29373,115,1,28057,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29374,115,1,28058,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29375,79,1,28059,2,24,The user with id '264299' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29376,79,1,28060,1,1,The user with id '264299' viewed the course with id '26692'.,1,Historical
29377,79,1,28061,2,25,The user with id '264299' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29378,115,1,28062,2,2,The user with id '264297' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29379,115,1,28063,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29380,79,1,28064,2,2,The user with id '264299' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29381,97,1,28065,2,25,The user with id '265867' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29382,79,1,28066,1,1,The user with id '264299' viewed the course with id '26692'.,1,Historical
29383,31,1,28067,1,1,The user with id '211996' viewed the course with id '26692'.,1,Historical
29384,97,1,28068,2,2,The user with id '265867' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29385,97,1,28069,1,1,The user with id '265867' viewed the course with id '26692'.,1,Historical
29386,31,1,28070,2,24,The user with id '211996' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29387,31,1,28071,1,1,The user with id '211996' viewed the course with id '26692'.,1,Historical
29388,115,1,28072,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29389,115,1,28073,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29390,31,1,28074,2,25,The user with id '211996' viewed the 'resource' activity with course module id '2580972'.,1,Historical
29391,31,1,28075,1,1,The user with id '211996' viewed the course with id '26692'.,1,Historical
29392,128,1,28076,1,1,The user with id '259114' viewed the course with id '26692'.,1,Historical
29393,115,1,28077,2,25,The user with id '264297' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29394,115,1,28078,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29395,115,1,28079,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29396,115,1,28080,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29397,115,1,28081,2,2,The user with id '264297' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29398,112,1,28082,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29399,115,1,28083,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29400,112,1,28084,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29401,112,1,28085,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29402,112,1,28086,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29403,112,1,28087,2,60,The user with id '261942' viewed the 'assign' activity with course module id '2683129'.,1,Historical
29404,112,1,28088,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29405,129,1,28089,2,2,The user with id '258624' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29406,115,1,28090,2,2,The user with id '264297' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29407,129,1,28091,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
29408,129,1,28092,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
29409,115,1,28093,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29410,115,1,28094,2,11,The user with id '264297' viewed the 'assign' activity with course module id '2683126'.,1,Historical
29411,115,1,28095,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29412,112,1,28096,2,22,The user with id '261942' viewed the 'resource' activity with course module id '2580878'.,1,Historical
29413,112,1,28097,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29414,112,1,28098,2,11,The user with id '261942' viewed the 'assign' activity with course module id '2683126'.,1,Historical
29415,112,1,28099,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29416,112,1,28100,3,8,The user with id '261942' viewed the user report in the gradebook.,1,Historical
29417,112,1,28101,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29418,129,1,28102,2,2,The user with id '258624' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29419,129,1,28103,2,24,The user with id '258624' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29420,129,1,28104,2,25,The user with id '258624' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29421,129,1,28105,2,2,The user with id '258624' viewed the 'resource' activity with course module id '2581013'.,1,Historical
29422,129,1,28106,2,7,The user with id '258624' viewed the 'resource' activity with course module id '2581010'.,1,Historical
29423,129,1,28107,2,24,The user with id '258624' viewed the 'resource' activity with course module id '2581008'.,1,Historical
29424,129,1,28108,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
29425,124,1,28109,2,2,The user with id '235323' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29426,125,1,28110,2,2,The user with id '235517' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29427,125,1,28111,1,1,The user with id '235517' viewed the course with id '26692'.,1,Historical
29428,125,1,28112,2,2,The user with id '235517' viewed the 'resource' activity with course module id '2581013'.,1,Historical
29429,125,1,28113,1,1,The user with id '235517' viewed the course with id '26692'.,1,Historical
29430,124,1,28114,2,2,The user with id '235323' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29431,124,1,28115,2,2,The user with id '235323' viewed the 'resource' activity with course module id '2581013'.,1,Historical
29432,124,1,28116,1,1,The user with id '235323' viewed the course with id '26692'.,1,Historical
29433,118,1,28117,2,11,The user with id '248057' viewed the 'assign' activity with course module id '2683126'.,1,Historical
29434,118,1,28118,2,58,The user with id '248057' viewed the 'assign' activity with course module id '2683123'.,1,Historical
29435,118,1,28119,2,10,The user with id '248057' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29436,118,1,28120,1,1,The user with id '248057' viewed the course with id '26692'.,1,Historical
29437,83,1,28121,1,1,The user with id '261068' viewed the course with id '26692'.,1,Historical
29438,112,1,28122,1,1,The user with id '261942' viewed the course with id '26692'.,1,Historical
29439,112,1,28123,3,8,The user with id '261942' viewed the user report in the gradebook.,1,Historical
29440,112,1,28124,2,53,The user with id '261942' viewed the 'assign' activity with course module id '2683134'.,1,Historical
29441,112,1,28125,2,53,The user with id '261942' viewed the 'assign' activity with course module id '2683134'.,1,Historical
29442,112,1,28126,2,2,The user with id '261942' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29443,112,1,28127,4,58,The user with id '261942' viewed the feedback for the user with id '261942' for the assignment with course module id '2683123'.,1,Historical
29444,112,1,28128,2,58,The user with id '261942' viewed the 'assign' activity with course module id '2683123'.,1,Historical
29445,31,1,28129,2,25,The user with id '211996' viewed the 'resource' activity with course module id '2580986'.,1,Historical
29446,112,1,28130,4,40,The user with id '261942' viewed the feedback for the user with id '261942' for the assignment with course module id '2580978'.,1,Historical
29447,112,1,28131,2,40,The user with id '261942' viewed the 'assign' activity with course module id '2580978'.,1,Historical
29448,31,1,28132,1,1,The user with id '211996' viewed the course with id '26692'.,1,Historical
29449,112,1,28133,5,1,The user with id '261942' viewed the user report for the course with id '26692' for user with id '261942'.,1,Historical
29450,27,1,28134,2,2,The user with id '244509' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29451,27,1,28135,1,1,The user with id '244509' viewed the course with id '26692'.,1,Historical
29452,83,1,28136,3,8,The user with id '261068' viewed the user report in the gradebook.,1,Historical
29453,83,1,28137,1,1,The user with id '261068' viewed the course with id '26692'.,1,Historical
29454,129,1,28138,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
29455,79,1,28139,1,1,The user with id '264299' viewed the course with id '26692'.,1,Historical
29456,79,1,28140,2,2,The user with id '264299' viewed the 'resource' activity with course module id '2580988'.,1,Historical
29457,79,1,28141,1,1,The user with id '264299' viewed the course with id '26692'.,1,Historical
29458,79,1,28142,2,24,The user with id '264299' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29459,79,1,28143,1,1,The user with id '264299' viewed the course with id '26692'.,1,Historical
29460,142,1,28144,1,1,The user with id '261483' viewed the course with id '26692'.,1,Historical
29461,115,1,28145,2,24,The user with id '264297' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29462,115,1,28146,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29463,115,1,28147,2,10,The user with id '264297' viewed the 'assign' activity with course module id '2580886'.,1,Historical
29464,115,1,28148,1,1,The user with id '264297' viewed the course with id '26692'.,1,Historical
29465,27,1,28149,2,24,The user with id '244509' viewed the 'resource' activity with course module id '2580984'.,1,Historical
29466,27,1,28150,1,1,The user with id '244509' viewed the course with id '26692'.,1,Historical
29467,129,1,28151,2,7,The user with id '258624' viewed the 'resource' activity with course module id '2581010'.,1,Historical
